ID,Jobs_Name,Rating,Job_City,Company_Founded_Year,Type_Of_Ownership,Industry,Sector,Hourly_Salary,Employer_Provided_Salary,Salary_Lower,Salary_Upper,Salary_Avg,Company_Name,Job_State,Company_Age,Python,Spark,AWS,Excel,SQL,SAS,Keras,PyTorch,Scikit-learn,TensorFlow,Hadoop,Tableau,Power BI,Flink,MongoDB,Google Analytics,Job_Title_Sim,Seniority_Level,Employee_Degree,Ownership_Category
254,Data Scientist,3.7,Herndon,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,66000,112000,89000.0,Lockheed Martin,Virginia,26,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
255,Senior Research Statistician- Data Scientist,4.8,Sheboygan,1925,Company - Private,Insurance Carriers,Insurance,0,0,76000,125000,100500.0,Acuity Insurance,Wisconsin,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
256,"Business Data Analyst, sql_",3.8,New York,2002,Company - Private,Travel Agencies,Travel & Tourism,0,0,44000,86000,65000.0,Fareportal,New York,19,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
257,Medical Technologist / Clinical Laboratory Scientist,3.4,New Orleans,1930,Government,Federal Agencies,Government,1,0,31000,52000,41500.0,"Veterans Affairs, Veterans Health Administration",Louisiana,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,Government
258,Data Scientist,4.3,Dallas,1999,Subsidiary or Business Segment,Consulting,Business Services,0,0,53000,92000,72500.0,Credera,Texas,22,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Data Scientist,Not Specified,Masters,Corporate
263,Data Scientist,3.4,Chicago,1992,Company - Private,Advertising & Marketing,Business Services,0,0,64000,111000,87500.0,Spectrum Communications and Consulting,Illinois,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
264,Data Analyst,3.1,San Mateo,1997,Company - Public,Video Games,Media,0,0,65000,120000,92500.0,NCSOFT,California,24,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
265,Associate Data Scientist/Computer Scientist,3.2,McLean,1958,Nonprofit Organization,Federal Agencies,Government,0,0,60000,103000,81500.0,MITRE,Virginia,63,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Nonprofit
266,Business Intelligence Analyst / Developer,4.3,Dayton,1981,Company - Private,Trucking,Transportation & Logistics,0,0,53000,105000,79000.0,"Dayton Freight Lines, Inc.",Ohio,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
270,Data Analyst,2.8,Parlier,,Nonprofit Organization,Social Assistance,Non-Profit,0,0,33000,62000,47500.0,Community Action Partnership of San Luis Obispo,California,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Nonprofit
274,Data Analyst,3.4,San Francisco,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,48000,90000,69000.0,TrueAccord,California,8,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
275,Data Analyst,4.0,Meridian,1984,Company - Private,Computer Hardware & Software,Information Technology,0,0,34000,64000,49000.0,DRB Systems,Idaho,37,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
278,System and Data Analyst,3.7,Cherry Hill,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,42000,76000,59000.0,Corcentric,New Jersey,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Masters,Corporate
281,Data Scientist,3.5,Indianapolis,2019,Company - Private,IT Services,Information Technology,0,0,66000,111000,88500.0,U.Group,Indiana,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
288,Data & Analytics Consultant (NYC),4.7,New York,1992,Company - Private,Consulting,Business Services,0,0,91000,138000,114500.0,Systems Evolution Inc.,New York,29,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Masters,Corporate
290,Data Engineer,4.4,Nashville,2006,Company - Public,Internet,Information Technology,0,0,62000,114000,88000.0,Eventbrite,Tennessee,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
291,Big Data Engineer - Chicago - Future Opportunity,4.1,Chicago,2001,Company - Private,Internet,Information Technology,0,0,71000,129000,100000.0,Centro,Illinois,20,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
293,Data Scientist,2.5,Portland,1999,Company - Public,Advertising & Marketing,Business Services,0,0,74000,119000,96500.0,comScore,Oregon,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
295,Survey Data Analyst,4.2,Minneapolis,1992,Company - Private,Consulting,Business Services,0,0,55000,97000,76000.0,SullivanCotter,Minnesota,29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
296,Data Scientist,3.9,Port Washington,1966,Company - Private,Research & Development,Business Services,0,0,15000,16000,15500.0,NPD,New York,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
299,Data Scientist,4.3,Austin,2010,Company - Private,Advertising & Marketing,Business Services,0,0,61000,106000,83500.0,Bakery Agency,Texas,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Data Scientist,Not Specified,Not Specified,Corporate
302,Data Scientist,3.9,South San Francisco,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,127000,199000,163000.0,Genentech,California,45,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
305,Lead Health Data Analyst - Front End,3.4,Providence,1939,Nonprofit Organization,Insurance Carriers,Insurance,0,0,74000,126000,100000.0,Blue Cross & Blue Shield of Rhode Island,Rhode Island,82,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Analyst,Senior,Not Specified,Nonprofit
306,Research Scientist,3.8,Omaha,1917,Nonprofit Organization,Social Assistance,Non-Profit,0,0,33000,72000,52500.0,Boys Town,Nebraska,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,Nonprofit
308,Junior Data Analyst,3.3,Washington,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,37000,63000,50000.0,The HSC Health Care System,District of Columbia,138,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Junior,Masters,Nonprofit
309,sql_ Data Engineer,3.4,Austin,2006,Company - Private,Consulting,Business Services,0,0,67000,119000,93000.0,Pro-Sphere Tek,Texas,15,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,Data Engineer,Not Specified,Masters,Corporate
310,Data Scientist,3.0,Cincinnati,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,0,0,72000,117000,94500.0,Ameritas Life Insurance Corp,Ohio,134,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
312,Data Scientist,3.7,Raleigh,2004,Company - Public,Insurance Carriers,Insurance,0,0,78000,126000,102000.0,Genworth,North Carolina,17,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
318,"Sr. Data Scientist, Cyber-Security LT Contract",3.2,Phila,,Company - Private,Staffing & Outsourcing,Business Services,0,0,116000,194000,155000.0,"Numeric, LLC",Pennsylvania,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
320,Data Scientist,3.9,Oakland,2000,Company - Private,Insurance Carriers,Insurance,0,0,83000,133000,108000.0,Trace Data,California,21,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
326,Insurance Financial Data Analyst,4.2,Boise,2004,Company - Private,Investment Banking & Asset Management,Finance,0,0,45000,82000,63500.0,Clearwater Analytics,Idaho,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
328,Data Scientist,4.0,San Francisco,,Company - Private,IT Services,Information Technology,0,0,83000,135000,109000.0,"Tekvalley, Corp.",California,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
330,Data Scientist,3.5,Oak Ridge,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,70000,122000,96000.0,BWX Technologies,Tennessee,171,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
332,Data Engineer,3.2,Agoura Hills,2008,Company - Public,Lending,Finance,0,0,70000,132000,101000.0,PennyMac,California,13,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
334,Data Engineer I - Azure,3.9,Pella,1948,Company - Private,Industrial Manufacturing,Manufacturing,0,0,54000,101000,77500.0,Vermeer,Iowa,73,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
341,Data Scientist,3.5,San Ramon,1997,Company - Public,IT Services,Information Technology,0,0,68000,112000,90000.0,L&T Infotech,California,24,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
342,Information Security Data Analyst,4.3,Red Bank,1902,Company - Public,Banks & Credit Unions,Finance,0,0,42000,74000,58000.0,OceanFirst Financial,New Jersey,119,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
347,Data Scientist,3.6,New York,1744,Company - Public,Auctions & Galleries,Retail,0,0,95000,161000,128000.0,Sotheby's,New York,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
350,Data Scientist,2.3,Washington,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,76000,126000,101000.0,Vanda Pharmaceuticals,District of Columbia,18,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
352,"Data Scientist, Senior",4.0,Fort Belvoir,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,108000,176000,142000.0,Novetta,Virginia,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Data Scientist,Senior,Not Specified,Corporate
353,Senior Data Scientist,4.1,Palo Alto,2007,Company - Private,K-12 Education,Education,0,0,130000,208000,169000.0,CK-12 Foundation,California,14,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,Data Scientist,Senior,Masters,Corporate
356,CONSULTANT– DATA ANALYTICS GROUP,4.2,San Diego,1987,Company - Private,Consulting,Business Services,0,0,37000,68000,52500.0,Opinion Dynamics,California,34,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
357,Data Engineer,4.6,Houston,1982,Company - Private,IT Services,Information Technology,0,0,52000,99000,75500.0,Applied Information Sciences,Texas,39,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
358,Senior Data Scientist,3.7,Armonk,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,0,0,105000,173000,139000.0,Swiss Re,New York,158,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
362,"Data Engineer, Data Engineering and Artifical Intelligence",3.7,Cambridge,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,71000,134000,102500.0,Takeda Pharmaceuticals,Massachusetts,240,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,Data Engineer,Not Specified,Not Specified,Corporate
364,Staff Scientist,4.4,Columbia,1929,Company - Private,Architectural & Engineering Services,Business Services,0,0,39000,82000,60500.0,WK Dickson,South Carolina,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Corporate
367,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",3.9,South San Francisco,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,88000,162000,125000.0,Genentech,California,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,Corporate
368,Sr. Data Analyst,3.6,Springfield,1851,Company - Private,Insurance Carriers,Insurance,0,0,60000,102000,81000.0,MassMutual,Massachusetts,170,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Senior,Not Specified,Corporate
370,Program/Data Analyst,3.4,Washington,1996,Subsidiary or Business Segment,IT Services,Information Technology,0,0,55000,99000,77000.0,General Dynamics Information Technology,District of Columbia,25,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Masters,Corporate
371,Data Engineer,4.1,Herndon,1968,Company - Public,Research & Development,Business Services,0,0,67000,117000,92000.0,ManTech,Virginia,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
372,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,3.8,Cambridge,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,92000,150000,121000.0,Novartis,Massachusetts,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Not Specified,Corporate
375,"Principal Data Engineer, Data Platform & Insights",4.0,San Francisco,1982,Company - Public,Computer Hardware & Software,Information Technology,0,0,116000,209000,162500.0,Autodesk,California,39,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Senior,Not Specified,Corporate
376,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,3.9,San Antonio,1947,Nonprofit Organization,Research & Development,Business Services,0,0,38000,82000,60000.0,Southwest Research Institute,Texas,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Nonprofit
377,Data Operations Lead,0.0,San Francisco,,Nonprofit Organization,Unknown / Non-Applicable,Unknown / Non-Applicable,0,1,85000,90000,87500.0,Mus,California,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Not Specified,Senior,Masters,Nonprofit
379,Big Data Engineer,4.4,Indianapolis,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,62000,119000,90500.0,SpringML,Indiana,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
382,Senior Data Scientist,2.2,Dallas,1993,Subsidiary or Business Segment,Advertising & Marketing,Business Services,0,0,84000,136000,110000.0,The Integer Group,Texas,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Senior,Masters,Corporate
384,Clinical Data Analyst,4.1,Portsmouth,1968,Company - Public,Research & Development,Business Services,0,0,52000,89000,70500.0,ManTech,Virginia,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
387,Computational Chemist/Data Scientist,3.8,Richland,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,56000,97000,76500.0,PNNL,Washington,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,PhD,Government
388,Data Engineer,3.6,Springfield,1851,Company - Private,Insurance Carriers,Insurance,0,0,65000,119000,92000.0,MassMutual,Massachusetts,170,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
391,Product Engineer – Data Science,3.5,Arlington,1969,Company - Private,Computer Hardware & Software,Information Technology,0,0,63000,101000,82000.0,Esri,Virginia,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
396,Data Scientist,3.3,San Francisco,2008,Company - Private,Advertising & Marketing,Business Services,0,0,127000,202000,164500.0,Samba TV,California,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
397,Market Data Analyst,3.4,West Palm Beach,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,0,0,31000,57000,44000.0,SV Microwave,Florida,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Masters,Corporate
399,Data Engineer,4.4,Herndon,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,75000,143000,109000.0,SpringML,Virginia,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
400,Staff Data Engineer,3.8,Austin,2010,Company - Private,Computer Hardware & Software,Information Technology,0,0,105000,194000,149500.0,Sumo Logic,Texas,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,Corporate
401,Associate Data Engineer,3.5,Washington,2007,Company - Private,Research & Development,Business Services,0,0,45000,86000,65500.0,EAB,District of Columbia,14,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,Corporate
403,Senior Data Scientist,3.5,Charlotte,2017,Company - Public,Insurance Carriers,Insurance,0,0,95000,154000,124500.0,Brighthouse Financial,North Carolina,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
406,Staff BI and Data Engineer,2.9,San Jose,1998,Company - Private,Advertising & Marketing,Business Services,0,0,80000,148000,114000.0,Affinity Solutions,California,23,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Engineer,Not Specified,Masters,Corporate
407,Marketing Data Analyst,3.9,Exton,1937,Nonprofit Organization,Banks & Credit Unions,Finance,0,0,36000,62000,49000.0,Citadel Federal Credit Union,Pennsylvania,84,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Not Specified,Not Specified,Nonprofit
410,Data Analyst,3.7,Alexandria,1989,Company - Private,IT Services,Information Technology,0,0,50000,92000,71000.0,CALIBRE Systems,Virginia,32,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
411,"Director - Data, Privacy and AI Governance",3.6,Boston,1851,Company - Private,Insurance Carriers,Insurance,0,0,67000,135000,101000.0,MassMutual,Massachusetts,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Not Specified,Not Specified,Corporate
415,Information Security Data Analyst,3.7,Chicago,1928,Company - Public,Computer Hardware & Software,Information Technology,0,0,42000,80000,61000.0,Motorola Solutions,Illinois,93,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Analyst,Not Specified,Masters,Corporate
417,Scientist Manufacturing - Kentucky BioProcessing,3.1,Owensboro,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,68000,139000,103500.0,Reynolds American,Kentucky,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Corporate
419,Data Analytics Project Manager,3.6,Springfield,1851,Company - Private,Insurance Carriers,Insurance,0,0,34000,92000,63000.0,MassMutual,Massachusetts,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
420,Consultant - Analytics Consulting,3.0,Hartford,1981,Company - Public,IT Services,Information Technology,0,0,54000,71000,62500.0,Infosys,Connecticut,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
421,Data Engineer,3.5,Orange,2013,Company - Private,Health Care Services & Hospitals,Health Care,0,0,65000,124000,94500.0,Alignment Healthcare,California,8,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Masters,Corporate
426,Senior Scientist (Neuroscience),3.5,Marlborough,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,109000,200000,154500.0,Sunovion,Massachusetts,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,Corporate
428,Machine Learning Engineer - Regulatory,3.7,Lenexa,1973,Company - Public,Stock Exchanges,Finance,0,0,61000,113000,87000.0,Cboe Global Markets,Kansas,48,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,ML Engineer,Not Specified,Not Specified,Corporate
430,Data Engineer,3.2,New York,2003,Company - Private,Research & Development,Business Services,0,0,43000,86000,64500.0,Guidepoint,New York,18,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
431,"Scientist, Bacteriology",2.1,Concord,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,74000,149000,111500.0,Cerus Corporation,California,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,Corporate
433,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,Cambridge,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,113000,196000,154500.0,Takeda Pharmaceuticals,Massachusetts,240,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,Data Engineer,Not Specified,Masters,Corporate
435,Senior Data Scientist,4.4,Chicago,2008,Company - Private,Consulting,Business Services,0,0,97000,160000,128500.0,Maven Wave Partners,Illinois,13,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,Senior,Not Specified,Corporate
437,Clinical Laboratory Scientist,3.7,Vail,1966,Hospital,Health Care Services & Hospitals,Health Care,1,0,49000,81000,65000.0,Vail Health,Colorado,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Healthcare
446,Senior Data Scientist - R&D Oncology,3.9,New York,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,102000,172000,137000.0,AstraZeneca,New York,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,PhD,Corporate
447,Data Engineer,4.0,Denver,1915,Nonprofit Organization,Insurance Carriers,Insurance,0,0,74000,124000,99000.0,Pinnacol Assurance,Colorado,106,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,Nonprofit
449,Senior Data Scientist,4.4,Natick,1984,Company - Private,Computer Hardware & Software,Information Technology,0,0,108000,171000,139500.0,MathWorks,Massachusetts,37,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Scientist,Senior,Masters,Corporate
450,Data Engineer,3.4,Rockville,1999,Company - Private,IT Services,Information Technology,0,0,76000,142000,109000.0,MetroStar Systems,Maryland,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,Corporate
452,"Director II, Data Science - GRM Actuarial",3.3,Chicago,1912,Company - Private,Insurance Carriers,Insurance,0,0,202000,306000,254000.0,Liberty Mutual Insurance,Illinois,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
454,"Scientist, Molecular/Cellular Biologist",2.9,South San Francisco,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,49000,97000,73000.0,Audentes Therapeutics,California,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,Corporate
458,Scientist - Analytical Services,3.1,Winston-Salem,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,65000,134000,99500.0,Reynolds American,North Carolina,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Corporate
459,Associate Data Analyst- Graduate Development Program,3.3,Richfield,1989,Company - Private,Insurance Carriers,Insurance,0,0,32000,59000,45500.0,National Interstate,Ohio,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
461,Sr. Data Engineer,4.5,Indianapolis,1996,Company - Private,Consulting,Business Services,0,0,87000,158000,122500.0,Moser Consulting,Indiana,25,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,Data Engineer,Senior,Not Specified,Corporate
462,Senior Insurance Data Scientist,3.9,Chicago,1968,Company - Public,Financial Analytics & Research,Finance,0,0,107000,173000,140000.0,TransUnion,Illinois,53,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Not Specified,Corporate
463,Senior Data Science Systems Engineer,3.2,Hampton,1958,Nonprofit Organization,Federal Agencies,Government,0,0,56000,99000,77500.0,MITRE,Virginia,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,PhD,Nonprofit
464,ENVIRONMENTAL ENGINEER/SCIENTIST,3.3,Cambridge,1976,Company - Private,Construction,"Construction, Repair & Maintenance",1,1,52000,58000,55000.0,Mcphail Associates,Massachusetts,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Corporate
466,Senior Scientist - Regulatory Submissions,3.1,Winston-Salem,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,80000,155000,117500.0,Reynolds American,North Carolina,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,Masters,Corporate
467,Scientist - Biomarker and Flow Cytometry,2.4,San Diego,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,43000,98000,70500.0,Crown Bioscience,California,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,Corporate
468,Revenue Analytics Manager,4.8,San Francisco,2011,Company - Private,Computer Hardware & Software,Information Technology,0,0,45000,78000,61500.0,HOVER,California,10,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
469,"Associate Scientist, LC/MS Biologics",2.9,Ithaca,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,44000,96000,70000.0,Q2 Solutions,New York,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Corporate
470,Sr. Scientist Method Development,2.9,Marietta,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,50000,110000,80000.0,Q2 Solutions,Georgia,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,Not Specified,Corporate
471,IT - Data Engineer II,3.4,Quincy,1988,Company - Private,Insurance Carriers,Insurance,0,0,61000,119000,90000.0,Arbella Insurance,Massachusetts,33,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
472,"Research Scientist, Immunology - Cancer Biology",0.0,Cambridge,,Company - Private,Unknown / Non-Applicable,Unknown / Non-Applicable,0,1,100000,140000,120000.0,Kronos Bi,Massachusetts,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,Corporate
