ID,Jobs_Name,Rating,Job_City,Company_Founded_Year,Type_Of_Ownership,Industry,Sector,Hourly_Salary,Employer_Provided_Salary,Salary_Lower,Salary_Upper,Salary_Avg,Company_Name,Job_State,Company_Age,Python,Spark,AWS,Excel,SQL,SAS,Keras,PyTorch,Scikit-learn,TensorFlow,Hadoop,Tableau,Power BI,Flink,MongoDB,Google Analytics,Job_Title_Sim,Seniority_Level,Employee_Degree,Ownership_Category
473,"Project Scientist - Auton Lab, Robotics Institute",2.6,Pittsburgh,1984,College / University,Colleges & Universities,Education,0,0,56000,91000,73500.0,Software Engineering Institute,Pennsylvania,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,Education
479,"Enterprise Architect, Data",3.6,Boston,1851,Company - Private,Insurance Carriers,Insurance,0,0,101000,158000,129500.0,MassMutual,Massachusetts,170,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Not Specified,Not Specified,Not Specified,Corporate
482,"Senior Manager, Epidemiologic Data Scientist",4.0,New York,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,125000,210000,167500.0,Pfizer,New York,172,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
483,Corporate Risk Data Analyst (sql_ Based) - Milwaukee or,3.8,Green Bay,1870,Company - Public,Banks & Credit Unions,Finance,0,0,43000,77000,60000.0,Associated Banc-Corp,Wisconsin,151,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
485,Lead Data Scientist,3.9,Burbank,2009,Company - Private,Financial Analytics & Research,Finance,0,0,139000,221000,180000.0,Zest AI,California,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
486,"Marketing Data Analyst, May 2020 Undergrad",3.8,New York,2002,Company - Private,Travel Agencies,Travel & Tourism,0,0,44000,86000,65000.0,Fareportal,New York,19,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
487,Senior Data Engineer,4.3,Durham,1990,Company - Private,Computer Hardware & Software,Information Technology,0,0,78000,147000,112500.0,Genesys,North Carolina,31,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Data Engineer,Senior,Not Specified,Corporate
488,Senior Data Analyst,1.9,New York,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,0,0,65000,110000,87500.0,Moda Operandi,New York,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Data Analyst,Senior,Not Specified,Corporate
489,Data Modeler - Data Solutions Engineer,3.3,Indianapolis,1912,Company - Private,Insurance Carriers,Insurance,0,0,37000,66000,51500.0,Liberty Mutual Insurance,Indiana,109,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Data Modeler,Not Specified,Masters,Corporate
490,Associate Environmental Scientist - Wildlife Biologist,4.7,Clovis,1972,Company - Private,Architectural & Engineering Services,Business Services,0,0,38000,64000,51000.0,QK,California,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Corporate
491,"Associate, Data Science, Internal Audit",3.1,Boston,1856,Company - Private,Banks & Credit Unions,Finance,0,0,43000,82000,62500.0,Santander,Massachusetts,165,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
492,Sr Data Engineer (Sr BI Developer),3.4,Chandler,1981,Company - Public,Health Care Services & Hospitals,Health Care,0,0,90000,110000,100000.0,Tivity Health,Arizona,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Senior,Not Specified,Corporate
493,Data Engineer,4.4,Chantilly,2004,Company - Private,IT Services,Information Technology,0,0,61000,109000,85000.0,BRMi,Virginia,17,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
494,Senior LiDAR Data Scientist,3.9,Orlando,2012,Company - Private,Computer Hardware & Software,Information Technology,0,0,93000,151000,122000.0,Luminar Technologies,Florida,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
495,Salesforce Analytics Consultant,3.9,Chicago,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,52000,81000,66500.0,"Emtec, Inc.",Illinois,26,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Data Analyst,Not Specified,Masters,Corporate
496,"Technology-Minded, Data Professional Opportunities",4.7,Columbia,2002,Company - Private,Lending,Finance,0,0,40000,101000,70500.0,Veterans United Home Loans,Missouri,19,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Not Specified,Not Specified,Not Specified,Corporate
497,Senior Data Engineer,4.7,Austin,2010,Company - Private,Security Services,Business Services,0,0,97000,180000,138500.0,Praetorian,Texas,11,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Data Engineer,Senior,Not Specified,Corporate
498,Managing Data Scientist/ML Engineer,3.4,Boston,1943,Company - Private,Consulting,Business Services,0,0,81000,134000,107500.0,PA Consulting,Massachusetts,78,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Data Scientist,Not Specified,Not Specified,Corporate
499,"Scientist, Pharmacometrics",3.8,Cambridge,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,84000,157000,120500.0,Agios Pharmaceuticals,Massachusetts,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,Corporate
500,Staff Scientist- Upstream PD,2.7,Rockville,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,49000,113000,81000.0,Advanced BioScience Laboratories,Maryland,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Corporate
501,Scientist Manufacturing Pharma - Kentucky BioProcessing,3.1,Owensboro,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,68000,139000,103500.0,Reynolds American,Kentucky,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Corporate
505,Lead Big Data Engineer,4.0,San Francisco,2007,Company - Private,Internet,Information Technology,0,0,121000,203000,162000.0,Glassdoor,California,14,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Senior,Not Specified,Corporate
506,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Redlands,1969,Company - Private,Computer Hardware & Software,Information Technology,0,0,52000,85000,68500.0,Esri,California,52,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
507,Sr Software Engineer (Data Scientist),3.4,Westlake,1978,Company - Public,Insurance Carriers,Insurance,0,0,81000,140000,110500.0,Assurant,Ohio,43,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Senior,Not Specified,Corporate
510,Sr. Data Engineer (ETL Developer),3.7,Des Moines,,Subsidiary or Business Segment,Insurance Carriers,Insurance,0,0,83000,148000,115500.0,F&G,Iowa,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Engineer,Senior,Not Specified,Corporate
512,Senior Data Scientist Artificial Intelligence,3.8,Richland,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,60000,101000,80500.0,PNNL,Washington,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Senior,Masters,Government
516,Analytics - Business Assurance Data Analyst,4.6,Cedar Rapids,1992,Company - Private,Lending,Finance,0,0,31000,55000,43000.0,GreatAmerica Financial Services,Iowa,29,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
517,"Associate Director/Director, Safety Scientist",4.4,Cambridge,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,102000,178000,140000.0,Acceleron Pharma,Massachusetts,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Director,Not Specified,PhD,Corporate
518,"Senior Scientist, Cell Pharmacology/Assay Development",0.0,Cambridge,,Company - Private,Unknown / Non-Applicable,Unknown / Non-Applicable,0,1,110000,130000,120000.0,Kronos Bi,Massachusetts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,Corporate
519,Data Analyst Senior,3.0,Philadelphia,1983,Company - Private,Insurance Carriers,Insurance,0,0,48000,85000,66500.0,AmeriHealth Caritas,Pennsylvania,38,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Data Analyst,Senior,Masters,Corporate
520,Lead Data Engineer (Python),4.7,San Francisco,2006,Company - Private,Staffing & Outsourcing,Business Services,0,0,66000,123000,94500.0,Strategic Employment Partners,California,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Senior,Not Specified,Corporate
521,Senior Data Scientist 4 Artificial Intelligence,3.8,Seattle,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,92000,146000,119000.0,PNNL,Washington,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Senior,Masters,Government
522,Medical Lab Scientist - MLT,3.2,Omaha,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,43000,60000,51500.0,Catholic Health Initiatives,Nebraska,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Nonprofit
523,"Senior Operations Data Analyst, Call Center Operations",2.7,Nashville,2000,Company - Public,Financial Transaction Processing,Finance,1,0,20000,35000,27500.0,FLEETCOR,Tennessee,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Senior,Not Specified,Corporate
524,"Director II, Data Science - GRS Predictive Analytics",3.3,Chicago,1912,Company - Private,Insurance Carriers,Insurance,0,0,150000,239000,194500.0,Liberty Mutual Insurance,Illinois,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,PhD,Corporate
525,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,San Antonio,1947,Nonprofit Organization,Research & Development,Business Services,0,0,52000,91000,71500.0,Southwest Research Institute,Texas,74,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,Not Specified,Nonprofit
526,Geospatial Software Developer and Data Scientist,3.7,Austin,,College / University,Colleges & Universities,Education,0,0,82000,129000,105500.0,Applied Research Laboratories,Texas,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Education
528,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.1,Winston-Salem,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,47000,101000,74000.0,Reynolds American,North Carolina,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,Masters,Corporate
530,Systems Engineer II - Data Analyst,3.7,Huntsville,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,49000,76000,62500.0,Raytheon,Alabama,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
532,Senior Research Analytical Scientist-Non-Targeted Analysis,4.3,Durham,1958,Nonprofit Organization,Research & Development,Business Services,0,0,43000,88000,65500.0,RTI International,North Carolina,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,Nonprofit
533,Director Data Science,3.6,Fort Lee,1989,Company - Private,Advertising & Marketing,Business Services,0,0,124000,199000,161500.0,TRANZACT,New Jersey,32,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
534,Sr Data Analyst - IT,2.1,Blue Bell,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,52000,93000,72500.0,United BioSource,Pennsylvania,18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Senior,Not Specified,Other
535,Senior Data Engineer,3.9,San Francisco,2008,Company - Public,Computer Hardware & Software,Information Technology,0,0,97000,181000,139000.0,Figure Eight,California,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Senior,Not Specified,Corporate
537,Senior Data Engineer,3.9,San Francisco,2007,Company - Private,Internet,Information Technology,0,0,100000,173000,136500.0,Tapjoy,California,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Senior,Not Specified,Corporate
538,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,New York,2002,Company - Private,Travel Agencies,Travel & Tourism,0,0,53000,96000,74500.0,Fareportal,New York,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
539,Senior Scientist - Biostatistician,3.1,Winston-Salem,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,65000,96000,80500.0,Reynolds American,North Carolina,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,Masters,Corporate
542,Data Scientist,5.0,Springfield,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,75000,127000,101000.0,Royce Geospatial,Virginia,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
546,Data Scientist,3.6,Jersey City,1812,Company - Public,Investment Banking & Asset Management,Finance,0,0,94000,139000,116500.0,Citi,New Jersey,209,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
548,Principal Machine Learning Scientist,4.7,San Francisco,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,0,0,176000,289000,232500.0,Sage Intacct,California,22,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,ML Engineer,Senior,PhD,Corporate
549,Data Scientist,3.5,San Francisco,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,92000,149000,120500.0,Scale AI,California,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,PhD,Corporate
554,Data Scientist,2.7,Emeryville,2007,Company - Public,IT Services,Information Technology,0,0,118000,188000,153000.0,Change Healthcare,California,14,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,PhD,Corporate
555,Data Scientist,3.4,Palo Alto,2008,Company - Private,Internet,Information Technology,0,0,108000,146000,127000.0,MZ,California,13,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
556,Data Scientist,4.7,Santa Barbara,2010,Company - Private,Computer Hardware & Software,Information Technology,0,0,65000,106000,85500.0,HG Insights,California,11,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Data Scientist,Not Specified,PhD,Corporate
557,Data Scientist,2.8,Carle Place,1976,Company - Public,Wholesale,Business Services,0,0,55000,98000,76500.0,"1-800-FLOWERS.COM, Inc.",New York,45,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
558,Data Scientist,3.5,New York,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,0,0,94000,162000,128000.0,CBS Interactive,New York,29,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,Data Scientist,Not Specified,Not Specified,Corporate
560,Data Engineer,3.2,King of Prussia,,Company - Private,Staffing & Outsourcing,Business Services,0,0,63000,120000,91500.0,"Numeric, LLC",Pennsylvania,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
570,Staff Data Engineer,3.7,Mountain View,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,0,0,126000,228000,177000.0,Samsung Research America,California,33,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,Data Engineer,Not Specified,PhD,Corporate
572,Data Scientist,4.7,Arlington,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,80000,134000,107000.0,Systems & Technology Research,Virginia,11,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,Data Scientist,Not Specified,PhD,Corporate
573,Data Scientist,4.1,Santa Clara,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,120000,189000,154500.0,Netskope,California,9,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Data Scientist,Not Specified,PhD,Corporate
575,Data Scientist,4.0,Santa Clara,,Company - Private,Accounting,Accounting & Legal,0,0,85000,142000,113500.0,Lorven Technologies Inc,California,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
577,Data Scientist,2.5,Brisbane,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,111000,176000,143500.0,CareDx,California,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,PhD,Corporate
578,Data Scientist,3.9,San Francisco,,Company - Private,IT Services,Information Technology,0,0,87000,140000,113500.0,Serigor Inc.,California,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
579,Data Scientist,3.4,Springfield,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,76000,127000,101500.0,Leidos,Virginia,52,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
580,"Data Analyst, Performance Partnership",3.6,New York,1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,0,0,54000,92000,73000.0,Beckman Coulter Diagnostics,New York,86,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
582,Data Scientist,3.5,New York,2016,Company - Public,Consulting,Business Services,0,0,61000,100000,80500.0,IHS Markit,New York,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
583,Data Scientist,0.0,New York,,Company - Private,Unknown / Non-Applicable,Unknown / Non-Applicable,0,0,81000,140000,110500.0,ALI,New York,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
586,Data Scientist,3.5,Foster City,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,0,0,108000,171000,139500.0,e-IT Professionals Corp.,California,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
587,Data Scientist,4.8,New York,2011,Company - Private,IT Services,Information Technology,0,0,112000,179000,145500.0,TechProjects,New York,10,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
588,Data Scientist,4.0,New York,2007,Company - Private,Lending,Finance,0,0,63000,111000,87000.0,Biz2Credit Inc,New York,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
589,Data Scientist,4.2,Holyoke,1885,Company - Private,Banks & Credit Unions,Finance,0,0,75000,126000,100500.0,PeoplesBank,Massachusetts,136,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
590,Data Scientist Manager,3.8,New York,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,0,0,110000,184000,147000.0,Capgemini,New York,54,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,Data Scientist,Not Specified,Masters,Corporate
591,Data Engineer,3.7,New York,1914,Company - Private,Insurance Carriers,Insurance,0,0,76000,145000,110500.0,GNY Insurance Companies,New York,107,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,Corporate
595,Data Scientist,4.6,Waltham,,Company - Private,Consulting,Business Services,0,0,70000,118000,94000.0,"Conch Technologies, Inc",Massachusetts,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,Data Scientist,Not Specified,Masters,Corporate
597,Senior Data Scientist,4.3,New York,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,0,0,94000,153000,123500.0,Medidata Solutions,New York,22,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
601,Software Data Engineer - College,4.0,Corvallis,1939,Company - Public,Computer Hardware & Software,Information Technology,0,0,49000,97000,73000.0,HP Inc.,Oregon,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,Corporate
606,Senior Data Scientist - Algorithms,3.9,New York,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,150000,180000,165000.0,Quartet Health,New York,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
609,Data Analyst,3.1,New York,2006,School / School District,K-12 Education,Education,0,0,42000,77000,59500.0,Success Academy Charter Schools,New York,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Education
616,Data Analyst,3.6,New York,1980,Company - Private,Health Care Services & Hospitals,Health Care,0,0,47000,85000,66000.0,AXION Healthcare Solutions,New York,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
619,Data Scientist,4.2,New York,2012,Company - Private,Education Training Services,Education,0,0,56000,95000,75500.0,ExecOnline,New York,9,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
622,Machine Learning Engineer,4.0,Fort Belvoir,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,62000,112000,87000.0,Mteq,Virginia,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML Engineer,Not Specified,Not Specified,Corporate
623,Senior Data Scientist Oncology,3.9,Gaithersburg,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,107000,173000,140000.0,AstraZeneca,Maryland,108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,PhD,Corporate
624,Data Scientist,3.7,Silver Spring,2006,Company - Private,IT Services,Information Technology,0,0,64000,108000,86000.0,Brillient,Maryland,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
625,Senior Data Scientist,4.4,Palo Alto,2012,Company - Private,Internet,Information Technology,0,0,89000,144000,116500.0,Entefy,California,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
631,Data Engineer,3.4,Houston,2002,Company - Private,IT Services,Information Technology,0,0,55000,105000,80000.0,Trace3,Texas,19,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
634,Principal Data Scientist,3.7,San Jose,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,135000,211000,173000.0,Northrop Grumman,California,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
635,Data Engineer,3.5,Phoenix,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,57000,80000,68500.0,Saama Technologies Inc,Arizona,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
636,Data Scientist - Alpha Insights,4.4,New York,2001,Company - Private,Investment Banking & Asset Management,Finance,0,0,129000,215000,172000.0,Two Sigma,New York,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,PhD,Corporate
638,"Associate Principal Scientist, Pharmacogenomics",3.9,Gaithersburg,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,63000,127000,95000.0,AstraZeneca,Maryland,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,Corporate
639,Data Scientist - Systems Engineering,3.2,Bedford,1958,Nonprofit Organization,Federal Agencies,Government,0,0,50000,89000,69500.0,MITRE,Massachusetts,63,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,Data Scientist,Not Specified,Not Specified,Nonprofit
643,Data Scientist,4.0,New York,2007,Company - Private,Consumer Product Rental,Consumer Services,0,0,71000,124000,97500.0,Strategic Financial Solutions,New York,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
646,Data Scientist,3.4,New York,2011,Company - Private,Health Care Services & Hospitals,Health Care,0,0,69000,121000,95000.0,"Remedy BPCI Partners, LLC.",New York,10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
648,Principal Data Scientist,3.2,San Francisco,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,0,0,150000,238000,194000.0,The Climate Corporation,California,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Not Specified,Corporate
651,Data Scientist,3.5,New York,2005,Company - Public,Advertising & Marketing,Business Services,0,0,77000,132000,104500.0,Crossix Solutions,New York,16,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
653,Data Engineer - Consultant (Charlotte Based),4.2,Charlotte,2008,Company - Private,IT Services,Information Technology,0,0,59000,112000,85500.0,Clarity Insights,North Carolina,13,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
654,"Data Analyst 1, full-time contract worker for up to 12 months",4.2,Salt Lake City,,Nonprofit Organization,Religious Organizations,Non-Profit,0,0,35000,65000,50000.0,The Church of Jesus Christ of Latter-day Saints,Utah,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Nonprofit
655,Data Engineer,3.1,Aliso Viejo,1997,Company - Public,Video Games,Media,0,0,79000,147000,113000.0,NCSOFT,California,24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Data Engineer,Not Specified,Not Specified,Corporate
658,"Scientist, Immuno-Oncology",3.9,Cambridge,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,62000,119000,90500.0,GSK,Massachusetts,191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,Corporate
660,Senior Data Scientist,4.3,Los Angeles,2008,Company - Private,Computer Hardware & Software,Information Technology,0,0,119000,187000,153000.0,Factual,California,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Not Specified,Corporate
661,Products Data Analyst II,3.3,Dublin,1988,Company - Public,Consulting,Business Services,0,0,90000,157000,123500.0,TriNet,California,33,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,Data Analyst,Not Specified,Masters,Corporate
662,Lead Data Analyst,3.9,New York,2010,Company - Private,Internet,Information Technology,0,0,32000,62000,47000.0,Signpost,New York,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Senior,Not Specified,Corporate
664,Data Science Engineer - Mobile,4.0,San Jose,1982,Company - Public,Computer Hardware & Software,Information Technology,0,0,116000,208000,162000.0,Adobe,California,39,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,Data Scientist,Not Specified,Masters,Corporate
669,Senior Data Scientist,3.5,Arvada,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,102000,165000,133500.0,Sartorius,Colorado,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
